#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,Vasante__Julho_/2023,,,,,,,,,,,,,,,,Seca__Outubro_/2023,,,,,,,,,,,,,,,Enchente_Marco_de_2024,,,,,,,,,,,,,,Cheia_Dezembro_2024,,,,,,,,,,,,,
,,,,,FOAD,B._sonhos,estrada_(mata+comunidade),Sinha_mariana_(indo_para_corixo_Leme),Corixo_Leme,_Rio_II_________________________________________Estirao_Cumprido/Porto_Brandao,,Rio_I_______________________Poco/_Barao,,Mane_Isaque,Rio_III______________Cuiaba_Mirim,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore_cidade,Total_1ª_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,_Rio_II_____________________________________________________Porto_Brandao/_Estirao_Cumprido,Rio_III,,Mane_Isaque,Rio_I,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_2º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_3º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_4º_Coleta
4213,Genero,Mimus_Boie_1826,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4214,Especie,Mimus_gilvus_(Vieillot_1807),sabia_da_praia,Tropical_Mockingbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4217,Especie,Mimus_saturninus_(Lichtenstein_1823),sabia_do_campo,Chalk_browed_Mockingbird,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,5,7,,1,,,,,,,,,,0,2,3,,,,,,,,,,,,,,0
4222,Especie,Mimus_triurus_(Vieillot_1818),calhandra_de_tres_rabos,White_banded_Mockingbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4223,Familia,Sturnidae_Rafinesque_1815,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4224,Genero,Sturnus_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4225,Especie,Sturnus_vulgaris_Linnaeus_1758,estorninho,European_Starling,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4227,Familia,Estrildidae_Bonaparte_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4228,Genero,Estrilda_Swainson_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4229,Especie,Estrilda_astrild_(Linnaeus_1758),bico_de_lacre,Common_Waxbill,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4231,Familia,Passeridae_Rafinesque_1815,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4232,Genero,Passer_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4233,Especie,Passer_domesticus_(Linnaeus_1758),pardal,House_Sparrow,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4235,Familia,Motacillidae_Horsfield_1821,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4236,Genero,Anthus_Bechstein_1805,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4237,Especie,Anthus_chii_Vieillot_1818,caminheiro_zumbidor,Yellowish_Pipit,,4,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,0,3,18,,,,,,,,,,,,21,,4,,,,1,,,2,,,,,7
4239,Especie,Anthus_furcatus_dOrbigny_&_Lafresnaye_1837,caminheiro_de_unha_curta,Short_billed_Pipit,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4241,Especie,Anthus_correndera_Vieillot_1818,caminheiro_de_espora,Correndera_Pipit,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4243,Especie,Anthus_nattereri_Sclater_1878,caminheiro_dourado,Ochre_breasted_Pipit,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4244,Especie,Anthus_hellmayri_Hartert_1909,caminheiro_de_barriga_acanelada,Hellmayr's_Pipit,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4246,Familia,Fringillidae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4247,Subfamilia,Carduelinae_Vigors_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4248,Genero,Carduelis_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4249,Especie,Carduelis_carduelis_(Linnaeus_1758),pintassilgo_europeu,European_Goldfinch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4251,Genero,Spinus_Koch_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4252,Especie,Spinus_yarrellii_(Audubon_1839),pintassilgo_do_nordeste,Yellow_faced_Siskin,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4253,Especie,Spinus_magellanicus_(Vieillot_1805),pintassilgo,Hooded_Siskin,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4257,Subfamilia,Euphoniinae_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4258,Genero,Cyanophonia_Bonaparte_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4259,Especie,Cyanophonia_cyanocephala_(Vieillot_1818),gaturamo_rei,Golden_rumped_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4261,Genero,Chlorophonia_Bonaparte_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4262,Especie,Chlorophonia_cyanea_(Thunberg_1822),gaturamo_bandeira,Blue_naped_Chlorophonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4265,Genero,Euphonia_Desmarest_1806,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4266,Especie,Euphonia_plumbea_Du_Bus_1855,gaturamo_miudo,Plumbeous_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4267,Especie,Euphonia_chlorotica_(Linnaeus_1766),fim_fim,Purple_throated_Euphonia,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4272,Especie,Euphonia_finschi_Sclater_&_Salvin_1877,gaturamo_capim,Finsch's_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4273,Especie,Euphonia_chrysopasta_Sclater_&_Salvin_1869,gaturamo_verde,Golden_bellied_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4276,Especie,Euphonia_minuta_Cabanis_1849,gaturamo_de_barriga_branca,White_vented_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4278,Especie,Euphonia_chalybea_(Mikan_1825),cais_cais,Green_throated_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4279,Especie,Euphonia_violacea_(Linnaeus_1758),gaturamo_verdadeiro,Violaceous_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4282,Especie,Euphonia_laniirostris_dOrbigny_&_Lafresnaye_1837,gaturamo_de_bico_grosso,Thick_billed_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4285,Especie,Euphonia_xanthogaster_Sundevall_1834,fim_fim_grande,Orange_bellied_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4290,Especie,Euphonia_cayennensis_(Gmelin_1789),gaturamo_preto,Golden_sided_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4291,Especie,Euphonia_rufiventris_(Vieillot_1819),gaturamo_do_norte,Rufous_bellied_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4294,Especie,Euphonia_pectoralis_(Latham_1801),ferro_velho,Chestnut_bellied_Euphonia,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4295,Familia,Passerellidae_Cabanis_&_Heine_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4296,Genero,Ammodramus_Swainson_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4297,Especie,Ammodramus_humeralis_(Bosc_1792),tico_tico_do_campo,Grassland_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4300,Especie,Ammodramus_aurifrons_(Spix_1825),cigarrinha_do_campo,Yellow_browed_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4303,Genero,Arremonops_Ridgway_1896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4304,Especie,Arremonops_conirostris_(Bonaparte_1850),tico_tico_cantor,Black_striped_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4306,Genero,Arremon_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4307,Especie,Arremon_taciturnus_(Hermann_1783),tico_tico_de_bico_preto,Pectoral_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4308,Especie,Arremon_franciscanus_Raposo_1997,tico_tico_do_sao_francisco,Sao_Francisco_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4309,Especie,Arremon_semitorquatus_Swainson_1838,tico_tico_do_mato,Half_collared_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4310,Especie,Arremon_flavirostris_Swainson_1838,tico_tico_de_bico_amarelo,Saffron_billed_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4311,Especie,Arremon_polionotus_Bonaparte_1850,tico_tico_de_costas_cinza,Gray_backed_Sparrow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4312,Genero,Zonotrichia_Swainson_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4313,Especie,Zonotrichia_capensis_(Statius_Muller_1776),tico_tico,Rufous_collared_Sparrow,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4322,Genero,Atlapetes_Wagler_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4323,Especie,Atlapetes_personatus_(Cabanis_1848),tico_tico_do_tepui,Tepui_Brushfinch,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4327,Familia,Icteridae_Vigors_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4328,Subfamilia,Dolichonychinae_Ridgway_1912,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4329,Genero,Dolichonyx_Swainson_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4330,Especie,Dolichonyx_oryzivorus_(Linnaeus_1758),triste_pia,Bobolink,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4331,Subfamilia,Sturnellinae_Chenu_&_Des_Murs_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4332,Genero,Sturnella_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4333,Especie,Sturnella_magna_(Linnaeus_1758),pedro_ceroulo,Eastern_Meadowlark,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4336,Genero,Leistes_Vigors_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4337,Especie,Leistes_militaris_(Linnaeus_1758),policia_inglesa_do_norte,Red_breasted_Meadowlark,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4338,Especie,Leistes_superciliaris_(Bonaparte_1850),policia_inglesa_do_sul,White_browed_Meadowlark,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4339,Especie,Leistes_defilippii_(Bonaparte_1850),peito_vermelho_grande,Pampas_Meadowlark,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4340,Subfamilia,Cacicinae_Bonaparte_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4341,Genero,Psarocolius_Wagler_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4342,Especie,Psarocolius_angustifrons_(Spix_1824),japu_pardo,Russet_backed_Oropendola,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4345,Especie,Psarocolius_decumanus_(Pallas_1769),japu,Crested_Oropendola,1,,,5,,,,,,,,,,,,6,,6,,,,,,,,,,,,,6,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,1
4347,Especie,Psarocolius_viridis_(Statius_Muller_1776),japu_verde,Green_Oropendola,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4348,Especie,Psarocolius_bifasciatus_(Spix_1824),japuguacu,Olive_Oropendola,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4352,Genero,Cacicus_Lacepède_1799,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4353,Especie,Cacicus_solitarius_(Vieillot_1816),irauna_de_bico_branco,Solitary_Black_Cacique,1,30,,,,,,,,,,,,,,31,1,,,,,,3,,,,,1,,,5,,,,,,,,,1,,,,,1,,,,,1,,,,3,,,,,4
4354,Especie,Cacicus_chrysopterus_(Vigors_1825),tecelao,Golden_winged_Cacique,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4355,Especie,Cacicus_koepckeae_Lowery_&_O'Neill_1965,tecelao_do_acre,Selva_Cacique,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4356,Especie,Cacicus_cela_(Linnaeus_1758),xexeu,Yellow_rumped_Cacique,,,,,1,1,,1,3,,,,1,,2,9,,,3,,5,7,4,,2,5,,2,,2,30,,,,,,9,5,,1,,7,,,22,,,,,,,7,3,2,,2,,,14
4358,Especie,Cacicus_latirostris_(Swainson_1838),japu_de_rabo_verde,Band_tailed_Cacique,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4359,Especie,Cacicus_haemorrhous_(Linnaeus_1766),guaxe,Red_rumped_Cacique,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4363,Especie,Cacicus_oseryi_(Deville_1849),japu_de_capacete,Casqued_Cacique,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4364,Subfamilia,Icterinae_Vigors_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4365,Genero,Icterus_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4366,Especie,Icterus_croconotus_(Wagler_1829),joao_pinto,Orange_backed_Troupial,,,,,,,,,,1,,,,,9,10,,,,,,1,,,,2,,,,,3,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,0
4369,Especie,Icterus_jamacaii_(Gmelin_1788),corrupiao,Campo_Troupial,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4370,Especie,Icterus_pyrrhopterus_(Vieillot_1819),encontro,Variable_Oriole,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4375,Especie,Icterus_chrysocephalus_(Linnaeus_1766),rouxinol_do_rio_negro,Moriche_Oriole,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4376,Especie,Icterus_cayanensis_(Linnaeus_1766),inhapim,Epaulet_Oriole,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4377,Especie,Icterus_galbula_(Linnaeus_1758),corrupiao_de_baltimore,Baltimore_Oriole,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4378,Especie,Icterus_nigrogularis_(Hahn_1819),joao_pinto_amarelo,Yellow_Oriole,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4380,Subfamilia,Agelaiinae_Swainson_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4381,Genero,Molothrus_Swainson_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4382,Especie,Molothrus_rufoaxillaris_Cassin_1866,chupim_azeviche,Screaming_Cowbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4383,Especie,Molothrus_oryzivorus_(Gmelin_1788),irauna_grande,Giant_Cowbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4385,Especie,Molothrus_bonariensis_(Gmelin_1789),chupim,Shiny_Cowbird,,,,,,,,,,21,,,1,,,22,3,,,,,1,5,,,,,,,,9,,,,,,,2,,,,12,0,2,16,,,,,,,,,,,,,,0
4389,Genero,Quiscalus_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4390,Especie,Quiscalus_lugubris_Swainson_1838,irauna_do_norte,Carib_Grackle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4392,Genero,Lampropsar_Cabanis_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4393,Especie,Lampropsar_tanagrinus_(Spix_1824),irauna_velada,Velvet_fronted_Grackle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4398,Genero,Gymnomystax_Reichenbach_1850,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4399,Especie,Gymnomystax_mexicanus_(Linnaeus_1766),irataua_grande,Oriole_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4400,Genero,Macroagelaius_Cassin_1866,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4401,Especie,Macroagelaius_imthurni_(Sclater_1881),irauna_da_guiana,Golden_tufted_Grackle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4402,Genero,Amblyramphus_Leach_1814,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4403,Especie,Amblyramphus_holosericeus_(Scopoli_1786),cardeal_do_banhado,Scarlet_headed_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4404,Genero,Anumara_Powell_Barker_Lanyon_Burns_Klicka_&_Lovette_2014,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4405,Especie,Anumara_forbesi_(Sclater_1886),anumara,Forbes's_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4406,Genero,Gnorimopsar_Richmond_1908,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4407,Especie,Gnorimopsar_chopi_(Vieillot_1819),passaro_preto,Chopi_Blackbird,32,,,,,1,,,,1,,,,,7,41,5,,,,1,5,,,,2,,,,2,15,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,0
4410,Genero,Agelaioides_Cassin_1866,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4411,Especie,Agelaioides_badius_(Vieillot_1819),asa_de_telha,Grayish_Baywing,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,2,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,0
4413,Especie,Agelaioides_fringillarius_(Spix_1824),asa_de_telha_palido,Pale_Baywing,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4414,Genero,Agelasticus_Cabanis_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4415,Especie,Agelasticus_thilius_(Molina_1782),sargento,Yellow_winged_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4417,Especie,Agelasticus_atroolivaceus_(Wied_Neuwied_1831),carretao,Unicolored_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4420,Especie,Agelasticus_cyanopus_(Vieillot_1819),carretao_do_oeste,Yellow_breasted_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,2,,,,,10,,,12,,,,,,8,,,,,,,,8,,,,,,,,,2,,,,2,4
4421,Genero,Chrysomus_Swainson_1837,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4422,Especie,Chrysomus_ruficapillus_(Vieillot_1819),garibaldi,Chestnut_capped_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4425,Especie,Chrysomus_icterocephalus_(Linnaeus_1766),irataua_pequeno,Yellow_hooded_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4427,Genero,Xanthopsar_Ridgway_1901,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
4428,Especie,Xanthopsar_flavus_(Gmelin_1788),veste_amarela,Saffron_cowled_Blackbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
