#;Categoria;Nome do táxon (com autoria);Nome em Português;English Name;Vasante  Julho /2023;;;;;;;;;;;;;;;;Seca  Outubro /2023;;;;;;;;;;;;;;;Enchente Março de 2024;;;;;;;;;;;;;;Cheia Dezembro 2024;;;;;;;;;;;;;;;;
;;;;;FOAD;B. sonhos;estrada (mata+comunidade);Sinhá mariana (indo para corixo Leme);Corixo Leme; Rio II                                         Estirão Cumprido/Porto Brandão;;Rio I                       Poço/ Barão;;Mané-Isaque;Rio III              Cuiabá-Mirim;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé cidade;Total 1ª Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme; Rio II                                                     Porto Brandão/ Estirão Cumprido;Rio III;;Mané-Isaque;Rio I;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 2º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 3º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 4º Coleta;;;
3859;Gênero;Heteroxolmis Lanyon, 1986;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3860;Espécie;Heteroxolmis dominicanus (Vieillot, 1823);noivinha-de-rabo-preto;Black-and-white Monjita;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3861;Gênero;Alectrurus Vieillot, 1816;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3862;Espécie;Alectrurus tricolor (Vieillot, 1816);galito;Cock-tailed Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3863;Espécie;Alectrurus risora (Vieillot, 1824);tesoura-do-campo;Strange-tailed Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3864;Gênero;Myiophobus Reichenbach, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3865;Espécie;Myiophobus fasciatus (Statius Muller, 1776);filipe;Bran-colored Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3869;Gênero;Scotomyias Ohlson, Irestedt, Batalha-Filho, Ericson & Fjeldså, 2020;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3870;Espécie;Scotomyias roraimae (Salvin & Godman, 1883);filipe-do-tepui;Roraiman Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3873;Gênero;Ochthornis Sclater, 1888;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3874;Espécie;Ochthornis littoralis (Pelzeln, 1868);maria-da-praia;Drab Water Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3875;Gênero;Cnemotriccus Hellmayr, 1927;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3876;Espécie;Cnemotriccus fuscatus (Wied, 1831);guaracavuçu;Fuscous Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3883;Gênero;Lathrotriccus Lanyon & Lanyon, 1986;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3884;Espécie;Lathrotriccus euleri (Cabanis, 1868);enferrujado;Euler's Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3888;Gênero;Empidonax Cabanis, 1855;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3889;Espécie;Empidonax alnorum Brewster, 1895;papa-moscas-de-alder;Alder Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3890;Gênero;Contopus Cabanis, 1855;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3891;Espécie;Contopus cooperi (Nuttall, 1831);piuí-boreal;Olive-sided Flycatcher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3892;Espécie;Contopus fumigatus (d'Orbigny & Lafresnaye, 1837);piuí-de-topete;Smoke-colored Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3894;Espécie;Contopus virens (Linnaeus, 1766);piuí-verdadeiro-do-leste;Eastern Wood-Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3895;Espécie;Contopus cinereus (Spix, 1825);papa-moscas-cinzento;Tropical Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3900;Espécie;Contopus sordidulus Sclater, 1859;piuí-verdadeiro-do-oeste;Western Wood-Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3902;Espécie;Contopus albogularis (Berlioz, 1962);piuí-queixado;White-throated Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3903;Espécie;Contopus nigrescens (Sclater & Salvin, 1880);piuí-preto;Blackish Pewee;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3905;Gênero;Satrapa Strickland, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3906;Espécie;Satrapa icterophrys (Vieillot, 1818);suiriri-pequeno;Yellow-browed Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3907;Gênero;Syrtidicola Chesser, Harvey, Brumfield & Derryberry, 2020;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3908;Espécie;Syrtidicola fluviatilis (Sclater & Salvin, 1866);gaúcha-d'água;Little Ground-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3909;Gênero;Muscisaxicola d'Orbigny & Lafresnaye, 1837;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3910;Espécie;Muscisaxicola maculirostris d'Orbigny & Lafresnaye, 1837;gaúcha-de-bico-manchado;Spot-billed Ground-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3912;Espécie;Muscisaxicola maclovianus (Garnot, 1826);gaúcha-de-cara-suja;Dark-faced Ground-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3914;Espécie;Muscisaxicola capistratus (Garnot, 1826);gaúcha-de-barriga-alaranjada;Cinnamon-bellied Ground-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3915;Gênero;Lessonia Swainson, 1832;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3916;Espécie;Lessonia rufa (Gmelin, 1789);colegial;Austral Negrito;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3917;Gênero;Hymenops Lesson, 1828;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3918;Espécie;Hymenops perspicillatus (Gmelin, 1789);viuvinha-de-óculos;Spectacled Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3920;Gênero;Knipolegus Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3921;Espécie;Knipolegus orenocensis Berlepsch, 1864;maria-preta-ribeirinha;Riverside Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3924;Espécie;Knipolegus poecilurus (Sclater, 1862);maria-preta-de-cauda-ruiva;Rufous-tailed Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3926;Espécie;Knipolegus poecilocercus (Pelzeln, 1868);maria-preta-do-igapó;Amazonian Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3927;Espécie;Knipolegus franciscanus Snethlage, 1928;maria-preta-do-nordeste;Caatinga Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3928;Espécie;Knipolegus lophotes Boie, 1828;maria-preta-de-penacho;Crested Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3929;Espécie;Knipolegus nigerrimus (Vieillot, 1818);maria-preta-de-garganta-vermelha;Velvety Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3932;Espécie;Knipolegus cyanirostris (Vieillot, 1818);maria-preta-de-bico-azulado;Blue-billed Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3933;Espécie;Knipolegus striaticeps (d'Orbigny & Lafresnaye, 1837);maria-preta-acinzentada;Cinereous Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3934;Espécie;Knipolegus hudsoni Sclater, 1872;maria-preta-do-sul;Hudson's Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3935;Espécie;Knipolegus aterrimus Kaup, 1853;maria-preta-bate-rabo;White-winged Black-Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3937;Gênero;Xolmis Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3938;Espécie;Xolmis irupero (Vieillot, 1823);noivinha;White Monjita;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3941;Espécie;Xolmis velatus (Lichtenstein, 1823);noivinha-branca;White-rumped Monjita;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3942;Gênero;Nengetus Swainson, 1827;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3943;Espécie;Nengetus cinereus (Vieillot, 1816);primavera;Gray Monjita;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3946;Espécie;Nengetus coronatus (Vieillot, 1823);noivinha-coroada;Black-crowned Monjita;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3947;Espécie;Nengetus rubetra (Burmeister, 1860);noivinha-castanha;Rusty-backed Monjita;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3948;Espécie;Nengetus rufiventris (Vieillot, 1823);gaúcho-chocolate;Chocolate-vented Tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3949;Gênero;Agriornis Gould, 1839;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3950;Espécie;Agriornis micropterus Gould, 1839;gaúcho-de-barriga-cinza;Gray-bellied Shrike-tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3952;Espécie;Agriornis murinus (d'Orbigny & Lafresnaye, 1837);gauchinho;Lesser Shrike-tyrant;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3955;Família;Vireonidae Swainson, 1837;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3956;Gênero;Cyclarhis Swainson, 1824;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3957;Espécie;Cyclarhis gujanensis (Gmelin, 1789);pitiguari;Rufous-browed Peppershrike;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3961;Gênero;Vireolanius Bonaparte, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3962;Espécie;Vireolanius leucotis (Swainson, 1838);assobiador-do-castanhal;Slaty-capped Shrike-Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3965;Gênero;Hylophilus Temminck, 1822;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3966;Espécie;Hylophilus amaurocephalus (Nordmann, 1835);vite-vite-de-olho-cinza;Gray-eyed Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3967;Espécie;Hylophilus poicilotis Temminck, 1822;verdinho-coroado;Rufous-crowned Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3968;Espécie;Hylophilus pectoralis Sclater, 1866;vite-vite-de-cabeça-cinza;Ashy-headed Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3969;Espécie;Hylophilus semicinereus Sclater & Salvin, 1867;verdinho-da-várzea;Gray-chested Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3973;Espécie;Hylophilus brunneiceps Sclater, 1866;vite-vite-de-cabeça-marrom;Brown-headed Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3974;Espécie;Hylophilus thoracicus Temminck, 1822;vite-vite;Lemon-chested Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3978;Gênero;Tunchiornis Slager & Klicka, 2014;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3979;Espécie;Tunchiornis ochraceiceps (Sclater, 1860);vite-vite-uirapuru;Tawny-crowned Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3984;Gênero;Pachysylvia Bonaparte, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3985;Espécie;Pachysylvia hypoxantha Pelzeln, 1868;vite-vite-de-barriga-amarela;Dusky-capped Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3990;Espécie;Pachysylvia muscicapina (Sclater & Salvin, 1873);vite-vite-camurça;Buff-cheeked Greenlet;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3993;Gênero;Vireo Vieillot, 1808;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3994;Espécie;Vireo sclateri (Salvin & Godman, 1883);vite-vite-do-tepui;Tepui Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3995;Espécie;Vireo olivaceus (Linnaeus, 1766);juruviara-boreal;Red-eyed Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
3996;Espécie;Vireo chivi (Vieillot, 1817);juruviara;Chivi Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4002;Espécie;Vireo gracilirostris Sharpe, 1890;juruviara-de-noronha;Noronha Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4003;Espécie;Vireo flavoviridis (Cassin, 1851);juruviara-verde-amarelada;Yellow-green Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4005;Espécie;Vireo altiloquus (Vieillot, 1808);juruviara-barbuda;Black-whiskered Vireo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4008;Família;Corvidae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4009;Gênero;Cyanocorax Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4010;Espécie;Cyanocorax violaceus Du Bus, 1847;gralha-violácea;Violaceous Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4012;Espécie;Cyanocorax cyanomelas (Vieillot, 1818);gralha-do-pantanal;Purplish Jay;4;;;;;;;;;;;;;;;4;;;;;5;;;;;;;;;;5;;;;;;;;;;;;0;2;2;2;;6;;;;;;;;;;;8;;;
4013;Espécie;Cyanocorax caeruleus (Vieillot, 1818);gralha-azul;Azure Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4014;Espécie;Cyanocorax cristatellus (Temminck, 1823);gralha-do-campo;Curl-crested Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4015;Espécie;Cyanocorax cayanus (Linnaeus, 1766);gralha-da-guiana;Cayenne Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4016;Espécie;Cyanocorax heilprini Gentry, 1885;gralha-de-nuca-azul;Azure-naped Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4017;Espécie;Cyanocorax hafferi Cohn-Haft, Santos Junior, Fernandes & Ribas, 2013;cancão-da-campina;Campina Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4018;Espécie;Cyanocorax chrysops (Vieillot, 1818);gralha-picaça;Plush-crested Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4022;Espécie;Cyanocorax cyanopogon (Wied, 1821);gralha-cancã;White-naped Jay;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4024;Família;Hirundinidae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4025;Gênero;Pygochelidon Baird, 1865;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4026;Espécie;Pygochelidon cyanoleuca (Vieillot, 1817);andorinha-pequena-de-casa;Blue-and-white Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4029;Espécie;Pygochelidon melanoleuca (Wied, 1820);andorinha-de-coleira;Black-collared Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4030;Gênero;Alopochelidon Ridgway, 1903;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4031;Espécie;Alopochelidon fucata (Temminck, 1822);andorinha-morena;Tawny-headed Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4032;Gênero;Atticora Boie, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4033;Espécie;Atticora fasciata (Gmelin, 1789);peitoril;White-banded Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;2;;;;;;2;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4034;Espécie;Atticora tibialis (Cassin, 1853);calcinha-branca;White-thighed Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4037;Gênero;Stelgidopteryx Baird, 1858;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4038;Espécie;Stelgidopteryx ruficollis (Vieillot, 1817);andorinha-serradora;Southern Rough-winged Swallow;;;;;;6;;4;5;10;;;;;;25;;;;;;6;;;4;3;4;1;;;18;3;;;;;2;9;3;6;;2;;;25;;;;;;;7;2;2;;;;;11;;;
4040;Gênero;Progne Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4041;Espécie;Progne tapera (Linnaeus, 1766);andorinha-do-campo;Brown-chested Martin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;2;4;;;3;;;9;;;
4044;Espécie;Progne subis (Linnaeus, 1758);andorinha-azul;Purple Martin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4047;Espécie;Progne dominicensis (Gmelin, 1789);andorinha-do-caribe;Caribbean Martin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4048;Espécie;Progne cryptoleuca Baird, 1865;andorinha-cubana;Cuban Martin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4049;Espécie;Progne chalybea (Gmelin, 1789);andorinha-grande;Gray-breasted Martin;;;;;;;;;;1;;;;;;1;4;1;1;;;9;2;;1;2;;166;;10;196;2;;;;;;;1;;;;;;3;4;3;;;;;;4;1;;6;;;18;;;
4052;Espécie;Progne elegans Baird, 1865;andorinha-do-sul;Southern Martin;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4053;Gênero;Tachycineta Cabanis, 1850;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4054;Espécie;Tachycineta albiventer (Boddaert, 1783);andorinha-do-rio;White-winged Swallow;3;;;;;14;1;5;8;6;3;;3;;;43;5;6;;;;20;7;;1;6;;1;;1;47;;;;;;5;29;2;3;;3;2;;44;;;;;;7;25;2;;3;4;;;41;;;
4055;Espécie;Tachycineta leucorrhoa (Vieillot, 1817);andorinha-de-sobre-branco;White-rumped Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4056;Espécie;Tachycineta leucopyga (Meyen, 1834);andorinha-chilena;Chilean Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4057;Gênero;Riparia Forster, 1817;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4058;Espécie;Riparia riparia (Linnaeus, 1758);andorinha-do-barranco;Bank Swallow;;;;;;;;4;;;;;;;;4;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4060;Gênero;Hirundo Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
4061;Espécie;Hirundo rustica Linnaeus, 1758;andorinha-de-bando;Barn Swallow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
